lat,lng,count,time
36.67896,117.02609,3.0,2013-09-12 06:45
36.69417,116.99571,3.0,2013-09-12 06:45
36.68995,117.11742,4.0,2013-09-12 06:45
36.65377,117.01912,3.0,2013-09-12 06:45
36.66356,117.08453,4.0,2013-09-12 06:45
36.69505,117.02815,4.0,2013-09-12 06:45
36.67945,117.00925,3.0,2013-09-12 06:45
36.6677,116.99773,4.0,2013-09-12 06:45
36.68795,116.98487,4.0,2013-09-12 06:45
36.71321,117.05115,3.0,2013-09-12 06:45
36.66468,116.94616,4.0,2013-09-12 06:45
36.68314,116.96488,3.0,2013-09-12 06:45
36.66145,116.99568,4.0,2013-09-12 06:45
36.67562,116.93766,3.0,2013-09-12 06:45
36.68916,117.12065,5.0,2013-09-12 06:45
36.68484,116.98817,5.0,2013-09-12 06:45
36.59785,116.99619,4.0,2013-09-12 06:45
36.67691,117.09103,4.0,2013-09-12 06:45
36.66618,116.94907,3.0,2013-09-12 06:45
36.66679,117.00354,3.0,2013-09-12 06:45
36.66653,116.98647,4.0,2013-09-12 06:45
36.68184,117.04925,3.0,2013-09-12 06:45
36.60625,116.99824,3.0,2013-09-12 06:45
36.67447,117.19803,3.0,2013-09-12 06:45
36.66323,117.04984,3.0,2013-09-12 06:45
36.65441,117.05762,3.0,2013-09-12 06:45
36.68964,117.01325,3.0,2013-09-12 06:45
36.68188,117.0407,3.0,2013-09-12 06:45
36.66605,117.06422,3.0,2013-09-12 06:45
36.69847,116.98814,3.0,2013-09-12 06:45
36.66074,117.04983,3.0,2013-09-12 06:45
36.65976,116.99129,4.0,2013-09-12 06:45
36.60395,116.99763,4.0,2013-09-12 06:45
36.68586,117.02696,4.0,2013-09-12 06:45
36.68917,116.93367,4.0,2013-09-12 06:45
36.67237,117.00723,4.0,2013-09-12 06:45
36.67301,117.00598,3.0,2013-09-12 06:45
36.65414,117.07589,3.0,2013-09-12 06:45
36.66195,116.99937,3.0,2013-09-12 06:45
36.68267,117.05364,3.0,2013-09-12 06:45
36.65902,116.97654,3.0,2013-09-12 06:45
36.69345,117.03666,3.0,2013-09-12 06:45
36.69287,117.00034,3.0,2013-09-12 06:45
36.71642,117.00441,3.0,2013-09-12 06:45
36.61674,116.95169,5.0,2013-09-12 07:00
36.71529,117.04723,4.0,2013-09-12 07:00
36.65333,117.1193,4.0,2013-09-12 07:00
36.68055,117.07217,4.0,2013-09-12 07:00
36.65739,117.03884,3.0,2013-09-12 07:00
36.63299,116.95476,4.0,2013-09-12 07:00
36.66861,117.06758,10.0,2013-09-12 07:00
36.65443,117.06481,3.0,2013-09-12 07:00
36.67731,116.99474,5.0,2013-09-12 07:00
36.68361,116.98814,6.0,2013-09-12 07:00
36.69403,116.9381,6.0,2013-09-12 07:00
36.67237,117.03984,5.0,2013-09-12 07:00
36.6615,116.99624,4.0,2013-09-12 07:00
36.67867,117.09106,3.0,2013-09-12 07:00
36.67396,116.96912,3.0,2013-09-12 07:00
36.64576,117.06355,5.0,2013-09-12 07:00
36.69456,117.08073,3.0,2013-09-12 07:00
36.67058,117.00314,5.0,2013-09-12 07:00
36.66948,116.9855,36.0,2013-09-12 07:00
36.67339,116.96757,4.0,2013-09-12 07:00
36.67683,117.09465,5.0,2013-09-12 07:00
36.65644,116.98167,3.0,2013-09-12 07:00
36.66576,117.02855,4.0,2013-09-12 07:00
36.67184,116.99703,4.0,2013-09-12 07:00
36.68441,116.96429,3.0,2013-09-12 07:00
36.66801,116.98535,5.0,2013-09-12 07:00
36.68122,116.98849,5.0,2013-09-12 07:00
36.68924,117.12057,3.0,2013-09-12 07:00
36.68814,116.97818,3.0,2013-09-12 07:00
36.65989,117.02335,7.0,2013-09-12 07:00
36.69541,116.97412,3.0,2013-09-12 07:00
36.64968,116.95496,3.0,2013-09-12 07:00
36.64962,117.07924,3.0,2013-09-12 07:00
36.67706,116.9809,3.0,2013-09-12 07:00
36.68479,116.98499,16.0,2013-09-12 07:00
36.64765,117.09488,3.0,2013-09-12 07:00
36.69677,117.01373,3.0,2013-09-12 07:00
36.68306,116.96412,5.0,2013-09-12 07:00
36.65022,116.9118,4.0,2013-09-12 07:00
36.67556,116.93674,4.0,2013-09-12 07:00
36.67234,116.96387,3.0,2013-09-12 07:00
36.65448,117.04022,4.0,2013-09-12 07:00
36.67781,117.06046,6.0,2013-09-12 07:00
36.67236,117.00746,4.0,2013-09-12 07:00
36.64912,117.09499,6.0,2013-09-12 07:00
36.68624,117.13117,3.0,2013-09-12 07:00
36.68423,117.06199,3.0,2013-09-12 07:00
36.65882,117.0191,4.0,2013-09-12 07:00
36.70969,117.02565,3.0,2013-09-12 07:00
36.69403,116.99609,9.0,2013-09-12 07:00
36.68114,117.00104,3.0,2013-09-12 07:00
36.70465,117.04491,3.0,2013-09-12 07:00
36.65699,116.97964,3.0,2013-09-12 07:00
36.67289,116.96526,4.0,2013-09-12 07:00
36.69336,117.03666,4.0,2013-09-12 07:00
36.68214,117.05116,6.0,2013-09-12 07:00
36.68631,117.12674,4.0,2013-09-12 07:00
36.65613,116.97553,3.0,2013-09-12 07:00
36.71442,117.04937,4.0,2013-09-12 07:00
36.69279,117.00034,6.0,2013-09-12 07:00
36.64952,117.08977,5.0,2013-09-12 07:00
36.707,117.03744,4.0,2013-09-12 07:00
36.66587,117.04459,3.0,2013-09-12 07:00
36.63977,117.04562,3.0,2013-09-12 07:00
36.66741,116.98668,8.0,2013-09-12 07:00
36.69233,117.02787,6.0,2013-09-12 07:00
36.67513,117.00535,3.0,2013-09-12 07:00
36.64308,117.06219,3.0,2013-09-12 07:00
36.61778,116.97471,6.0,2013-09-12 07:00
36.68743,117.12929,3.0,2013-09-12 07:00
36.67094,117.0392,3.0,2013-09-12 07:00
36.65957,117.00137,3.0,2013-09-12 07:00
36.66751,116.9987,3.0,2013-09-12 07:00
36.69556,116.98673,4.0,2013-09-12 07:00
36.68803,116.99347,5.0,2013-09-12 07:00
36.65691,117.08037,6.0,2013-09-12 07:00
36.66174,116.99237,3.0,2013-09-12 07:00
36.66064,117.08073,3.0,2013-09-12 07:00
36.64965,117.02546,3.0,2013-09-12 07:00
36.67852,117.02195,3.0,2013-09-12 07:00
36.6486,116.95742,3.0,2013-09-12 07:00
36.68748,117.11765,3.0,2013-09-12 07:00
36.71908,117.00436,4.0,2013-09-12 07:00
36.68633,117.02821,4.0,2013-09-12 07:00
36.70964,117.02799,3.0,2013-09-12 07:00
36.64823,117.03814,4.0,2013-09-12 07:00
36.64873,116.96156,3.0,2013-09-12 07:00
36.65628,117.03231,4.0,2013-09-12 07:00
36.66199,116.97562,3.0,2013-09-12 07:00
36.65036,117.06338,3.0,2013-09-12 07:00
36.63111,116.99236,3.0,2013-09-12 07:00
36.70364,117.05735,3.0,2013-09-12 07:00
36.68319,116.95143,5.0,2013-09-12 07:00
36.68344,117.03993,3.0,2013-09-12 07:00
36.70621,117.0658,3.0,2013-09-12 07:00
36.65448,117.0482,3.0,2013-09-12 07:00
36.70999,116.96924,4.0,2013-09-12 07:00
36.66362,117.0791,4.0,2013-09-12 07:00
36.65446,117.07021,4.0,2013-09-12 07:00
36.66798,117.00243,4.0,2013-09-12 07:00
36.65724,116.93333,3.0,2013-09-12 07:00
36.68384,117.07346,3.0,2013-09-12 07:00
36.65118,116.91331,4.0,2013-09-12 07:00
36.70007,117.08578,3.0,2013-09-12 07:00
36.68664,116.98821,4.0,2013-09-12 07:00
36.66759,116.99754,3.0,2013-09-12 07:00
36.69793,117.05023,3.0,2013-09-12 07:00
36.66967,116.95591,3.0,2013-09-12 07:00
36.67559,116.94295,3.0,2013-09-12 07:00
36.62479,116.99498,3.0,2013-09-12 07:00
36.64857,116.95883,3.0,2013-09-12 07:00
36.68666,117.01066,3.0,2013-09-12 07:00
36.61954,116.9523,3.0,2013-09-12 07:00
36.68797,116.98591,3.0,2013-09-12 07:00
36.66349,117.04985,4.0,2013-09-12 07:00
36.65494,117.08017,4.0,2013-09-12 07:00
36.68425,116.97942,3.0,2013-09-12 07:00
36.67324,116.99866,3.0,2013-09-12 07:00
36.65725,116.96542,3.0,2013-09-12 07:00
36.67244,117.00612,3.0,2013-09-12 07:00
36.64737,116.96124,3.0,2013-09-12 07:00
36.65551,116.97625,3.0,2013-09-12 07:00
36.70716,117.06849,3.0,2013-09-12 07:00
36.64231,117.07779,3.0,2013-09-12 07:00
36.66038,116.97521,3.0,2013-09-12 07:00
36.68582,117.12578,3.0,2013-09-12 07:00
36.71284,117.07172,3.0,2013-09-12 07:00
36.68365,117.05914,3.0,2013-09-12 07:15
36.6915,117.02772,4.0,2013-09-12 07:15
36.66949,116.98544,50.0,2013-09-12 07:15
36.65676,116.97949,5.0,2013-09-12 07:15
36.68451,117.02544,4.0,2013-09-12 07:15
36.66154,116.99741,3.0,2013-09-12 07:15
36.59974,116.99014,3.0,2013-09-12 07:15
36.66764,116.9854,10.0,2013-09-12 07:15
36.66566,117.02637,3.0,2013-09-12 07:15
36.65527,117.01551,3.0,2013-09-12 07:15
36.68215,117.05116,4.0,2013-09-12 07:15
36.65445,117.06976,4.0,2013-09-12 07:15
36.68613,117.12684,11.0,2013-09-12 07:15
36.6881,116.99358,5.0,2013-09-12 07:15
36.65808,117.05876,4.0,2013-09-12 07:15
36.66582,117.06447,6.0,2013-09-12 07:15
36.7107,116.96927,3.0,2013-09-12 07:15
36.68806,116.99176,8.0,2013-09-12 07:15
36.68377,116.98206,3.0,2013-09-12 07:15
36.66742,116.96001,3.0,2013-09-12 07:15
36.66661,117.00381,5.0,2013-09-12 07:15
36.66166,116.99587,5.0,2013-09-12 07:15
36.65408,117.02761,7.0,2013-09-12 07:15
36.6725,117.0248,5.0,2013-09-12 07:15
36.64007,117.04549,3.0,2013-09-12 07:15
36.6817,116.9882,9.0,2013-09-12 07:15
36.61926,116.95219,3.0,2013-09-12 07:15
36.65945,117.01907,3.0,2013-09-12 07:15
36.67229,117.00866,3.0,2013-09-12 07:15
36.67686,117.06041,3.0,2013-09-12 07:15
36.67239,116.96382,5.0,2013-09-12 07:15
36.61824,116.97442,3.0,2013-09-12 07:15
36.67149,116.96072,6.0,2013-09-12 07:15
36.68322,116.98814,5.0,2013-09-12 07:15
36.63746,116.97701,5.0,2013-09-12 07:15
36.68431,117.0909,3.0,2013-09-12 07:15
36.62489,117.01422,3.0,2013-09-12 07:15
36.64976,117.07901,7.0,2013-09-12 07:15
36.657,116.93714,5.0,2013-09-12 07:15
36.68056,117.04352,3.0,2013-09-12 07:15
36.6511,116.91869,5.0,2013-09-12 07:15
36.68098,117.0853,4.0,2013-09-12 07:15
36.68378,116.98509,8.0,2013-09-12 07:15
36.64975,116.91119,3.0,2013-09-12 07:15
36.6488,116.95827,3.0,2013-09-12 07:15
36.67939,117.00178,3.0,2013-09-12 07:15
36.6635,117.00586,5.0,2013-09-12 07:15
36.69437,117.04715,3.0,2013-09-12 07:15
36.64685,116.95493,3.0,2013-09-12 07:15
36.68707,117.12832,3.0,2013-09-12 07:15
36.64223,117.01292,3.0,2013-09-12 07:15
36.66298,116.94156,3.0,2013-09-12 07:15
36.69687,117.03679,4.0,2013-09-12 07:15
36.65042,117.01896,6.0,2013-09-12 07:15
36.65974,117.04966,4.0,2013-09-12 07:15
36.63985,116.87659,3.0,2013-09-12 07:15
36.68456,116.98727,11.0,2013-09-12 07:15
36.6628,117.11485,4.0,2013-09-12 07:15
36.67952,117.04044,4.0,2013-09-12 07:15
36.65465,117.0637,3.0,2013-09-12 07:15
36.68677,117.00485,3.0,2013-09-12 07:15
36.66536,117.03592,3.0,2013-09-12 07:15
36.6562,116.94044,5.0,2013-09-12 07:15
36.68746,116.98817,4.0,2013-09-12 07:15
36.69395,116.99628,4.0,2013-09-12 07:15
36.70365,117.05825,4.0,2013-09-12 07:15
36.65406,117.07716,4.0,2013-09-12 07:15
36.68644,117.13126,6.0,2013-09-12 07:15
36.68232,117.05212,3.0,2013-09-12 07:15
36.68159,116.97829,3.0,2013-09-12 07:15
36.6599,116.97294,4.0,2013-09-12 07:15
36.65092,116.93669,4.0,2013-09-12 07:15
36.67101,116.95885,4.0,2013-09-12 07:15
36.65383,116.95368,3.0,2013-09-12 07:15
36.69572,117.0282,6.0,2013-09-12 07:15
36.68414,116.96416,4.0,2013-09-12 07:15
36.67153,116.99061,10.0,2013-09-12 07:15
36.63219,116.95589,3.0,2013-09-12 07:15
36.64996,117.04964,4.0,2013-09-12 07:15
36.64949,117.03107,5.0,2013-09-12 07:15
36.71004,116.96915,3.0,2013-09-12 07:15
36.6808,117.04498,3.0,2013-09-12 07:15
36.65989,117.02354,8.0,2013-09-12 07:15
36.66024,117.03893,4.0,2013-09-12 07:15
36.64507,117.06317,5.0,2013-09-12 07:15
36.6897,117.11759,5.0,2013-09-12 07:15
36.67477,116.97259,4.0,2013-09-12 07:15
36.66022,116.9915,3.0,2013-09-12 07:15
36.70687,117.03743,3.0,2013-09-12 07:15
36.65601,117.08012,3.0,2013-09-12 07:15
36.66482,116.94639,4.0,2013-09-12 07:15
36.67095,117.00355,3.0,2013-09-12 07:15
36.62061,116.9278,3.0,2013-09-12 07:15
36.68724,117.11855,3.0,2013-09-12 07:15
36.6832,117.05684,4.0,2013-09-12 07:15
36.64817,117.0948,3.0,2013-09-12 07:15
36.69378,117.02799,3.0,2013-09-12 07:15
36.66158,116.99323,4.0,2013-09-12 07:15
36.65348,117.02416,5.0,2013-09-12 07:15
36.67628,117.03532,4.0,2013-09-12 07:15
36.66615,117.04109,3.0,2013-09-12 07:15
36.66898,117.06759,8.0,2013-09-12 07:15
36.67493,116.97374,3.0,2013-09-12 07:15
36.64774,116.9749,3.0,2013-09-12 07:15
36.65805,116.97266,3.0,2013-09-12 07:15
36.64703,116.96058,4.0,2013-09-12 07:15
36.6882,117.03585,3.0,2013-09-12 07:15
36.69371,117.03669,4.0,2013-09-12 07:15
36.68133,117.04675,3.0,2013-09-12 07:15
36.71971,117.00465,3.0,2013-09-12 07:15
36.69084,116.99497,3.0,2013-09-12 07:15
36.70094,117.10957,3.0,2013-09-12 07:15
36.68307,116.96459,3.0,2013-09-12 07:15
36.67804,116.98311,3.0,2013-09-12 07:15
36.65448,117.03986,3.0,2013-09-12 07:15
36.69464,116.97147,3.0,2013-09-12 07:15
36.65893,117.08068,3.0,2013-09-12 07:15
36.68476,117.06546,3.0,2013-09-12 07:15
36.67574,116.93975,3.0,2013-09-12 07:15
36.72007,117.13935,3.0,2013-09-12 07:15
36.63984,116.99142,3.0,2013-09-12 07:15
36.71871,117.03134,3.0,2013-09-12 07:15
36.68811,116.99435,3.0,2013-09-12 07:30
36.65417,116.95084,4.0,2013-09-12 07:30
36.65084,116.93674,4.0,2013-09-12 07:30
36.68116,117.00112,3.0,2013-09-12 07:30
36.6498,116.91118,3.0,2013-09-12 07:30
36.64783,117.09481,3.0,2013-09-12 07:30
36.68595,116.98839,3.0,2013-09-12 07:30
36.6804,117.04321,4.0,2013-09-12 07:30
36.61024,116.99901,3.0,2013-09-12 07:30
36.67476,116.97263,3.0,2013-09-12 07:30
36.64825,117.03616,9.0,2013-09-12 07:30
36.68298,116.95985,3.0,2013-09-12 07:30
36.65833,117.019,5.0,2013-09-12 07:30
36.71687,117.04581,3.0,2013-09-12 07:30
36.71045,116.96929,5.0,2013-09-12 07:30
36.68655,117.13113,8.0,2013-09-12 07:30
36.69323,116.99992,3.0,2013-09-12 07:30
36.67535,117.04095,3.0,2013-09-12 07:30
36.65537,117.01293,4.0,2013-09-12 07:30
36.66771,116.9854,6.0,2013-09-12 07:30
36.66558,117.07188,5.0,2013-09-12 07:30
36.67685,117.03653,4.0,2013-09-12 07:30
36.65615,117.08021,4.0,2013-09-12 07:30
36.64726,116.90501,4.0,2013-09-12 07:30
36.67281,116.96543,4.0,2013-09-12 07:30
36.68475,117.09093,3.0,2013-09-12 07:30
36.6824,116.98837,7.0,2013-09-12 07:30
36.695,117.0854,4.0,2013-09-12 07:30
36.65287,117.07913,3.0,2013-09-12 07:30
36.72398,117.03725,4.0,2013-09-12 07:30
36.67065,116.996,5.0,2013-09-12 07:30
36.66947,116.98528,18.0,2013-09-12 07:30
36.65985,117.02325,8.0,2013-09-12 07:30
36.6789,117.07378,3.0,2013-09-12 07:30
36.67286,117.06767,5.0,2013-09-12 07:30
36.66769,116.99733,4.0,2013-09-12 07:30
36.64101,116.97641,6.0,2013-09-12 07:30
36.67612,117.09201,3.0,2013-09-12 07:30
36.6839,116.98502,7.0,2013-09-12 07:30
36.66907,117.06763,7.0,2013-09-12 07:30
36.63947,116.87636,3.0,2013-09-12 07:30
36.65164,116.95498,3.0,2013-09-12 07:30
36.65955,116.99134,4.0,2013-09-12 07:30
36.67733,116.99264,3.0,2013-09-12 07:30
36.64971,116.94886,3.0,2013-09-12 07:30
36.68492,117.00426,3.0,2013-09-12 07:30
36.61689,116.95174,8.0,2013-09-12 07:30
36.66605,117.034,5.0,2013-09-12 07:30
36.67151,116.99062,4.0,2013-09-12 07:30
36.68629,117.04383,4.0,2013-09-12 07:30
36.66579,117.05595,3.0,2013-09-12 07:30
36.65367,117.11975,4.0,2013-09-12 07:30
36.69407,116.9959,3.0,2013-09-12 07:30
36.6544,117.05621,5.0,2013-09-12 07:30
36.60379,116.99757,3.0,2013-09-12 07:30
36.69231,117.11745,5.0,2013-09-12 07:30
36.68452,116.98673,7.0,2013-09-12 07:30
36.67441,117.19732,4.0,2013-09-12 07:30
36.68484,117.11541,5.0,2013-09-12 07:30
36.68323,117.05676,8.0,2013-09-12 07:30
36.68602,117.12621,9.0,2013-09-12 07:30
36.68378,117.05875,3.0,2013-09-12 07:30
36.68129,117.04139,3.0,2013-09-12 07:30
36.6605,116.96776,3.0,2013-09-12 07:30
36.6657,117.02559,3.0,2013-09-12 07:30
36.65451,117.0365,3.0,2013-09-12 07:30
36.65562,116.99629,3.0,2013-09-12 07:30
36.69418,116.93727,3.0,2013-09-12 07:30
36.68714,116.97817,8.0,2013-09-12 07:30
36.68795,116.98453,5.0,2013-09-12 07:30
36.70901,116.96912,6.0,2013-09-12 07:30
36.68357,116.9881,11.0,2013-09-12 07:30
36.66788,117.06724,4.0,2013-09-12 07:30
36.66159,116.99683,6.0,2013-09-12 07:30
36.65538,116.97616,5.0,2013-09-12 07:30
36.68752,117.03224,6.0,2013-09-12 07:30
36.66474,116.9462,3.0,2013-09-12 07:30
36.70667,117.06691,3.0,2013-09-12 07:30
36.6542,117.07558,3.0,2013-09-12 07:30
36.66515,116.94686,3.0,2013-09-12 07:30
36.65413,116.95188,3.0,2013-09-12 07:30
36.62941,116.95425,5.0,2013-09-12 07:30
36.66307,117.09158,3.0,2013-09-12 07:30
36.63166,117.00871,3.0,2013-09-12 07:30
36.673,116.98997,3.0,2013-09-12 07:30
36.6571,116.93578,4.0,2013-09-12 07:30
36.66688,116.8871,4.0,2013-09-12 07:30
36.68394,117.00422,3.0,2013-09-12 07:30
36.68999,116.95172,3.0,2013-09-12 07:30
36.67532,116.9741,5.0,2013-09-12 07:30
36.67121,116.9592,3.0,2013-09-12 07:30
36.69356,117.03667,4.0,2013-09-12 07:30
36.65458,117.03994,3.0,2013-09-12 07:30
36.66592,117.05751,6.0,2013-09-12 07:30
36.68687,117.03005,6.0,2013-09-12 07:30
36.68658,117.11957,3.0,2013-09-12 07:30
36.67422,117.19615,3.0,2013-09-12 07:30
36.6571,116.92031,3.0,2013-09-12 07:30
36.688,116.9858,5.0,2013-09-12 07:30
36.66439,116.97794,3.0,2013-09-12 07:30
36.65053,117.025,3.0,2013-09-12 07:30
36.68427,117.06134,3.0,2013-09-12 07:30
36.67036,117.03859,3.0,2013-09-12 07:30
36.68287,116.95218,5.0,2013-09-12 07:30
36.6592,117.01904,3.0,2013-09-12 07:30
36.68656,117.12762,4.0,2013-09-12 07:30
36.65133,117.06779,4.0,2013-09-12 07:30
36.65119,116.91392,3.0,2013-09-12 07:30
36.68406,116.97986,6.0,2013-09-12 07:30
36.67847,117.03694,3.0,2013-09-12 07:30
36.65451,117.0352,3.0,2013-09-12 07:30
36.65343,116.96431,4.0,2013-09-12 07:30
36.65928,116.96652,3.0,2013-09-12 07:30
36.6974,116.98811,4.0,2013-09-12 07:30
36.65673,116.97955,3.0,2013-09-12 07:30
36.65422,117.0223,3.0,2013-09-12 07:30
36.63573,116.99127,3.0,2013-09-12 07:30
36.6986,116.98814,3.0,2013-09-12 07:30
36.66284,117.11446,4.0,2013-09-12 07:30
36.67395,117.00025,5.0,2013-09-12 07:30
36.68954,117.11739,3.0,2013-09-12 07:30
36.6884,117.12973,3.0,2013-09-12 07:30
36.60184,116.94417,3.0,2013-09-12 07:30
36.70391,117.05762,3.0,2013-09-12 07:30
36.66158,116.99571,3.0,2013-09-12 07:30
36.64521,116.97562,4.0,2013-09-12 07:30
36.67221,117.13062,3.0,2013-09-12 07:30
36.65361,117.02645,3.0,2013-09-12 07:30
36.66177,116.99892,3.0,2013-09-12 07:30
36.65047,117.01904,3.0,2013-09-12 07:30
36.65113,116.91843,5.0,2013-09-12 07:45
36.65987,117.02397,11.0,2013-09-12 07:45
36.66949,116.98531,86.0,2013-09-12 07:45
36.70731,117.06872,5.0,2013-09-12 07:45
36.7094,116.98823,3.0,2013-09-12 07:45
36.65539,117.01743,5.0,2013-09-12 07:45
36.66331,116.94282,3.0,2013-09-12 07:45
36.65427,117.07198,4.0,2013-09-12 07:45
36.6535,116.99625,5.0,2013-09-12 07:45
36.59233,116.99419,3.0,2013-09-12 07:45
36.68763,117.11736,5.0,2013-09-12 07:45
36.679,117.05421,3.0,2013-09-12 07:45
36.68423,116.96412,4.0,2013-09-12 07:45
36.66611,117.04131,3.0,2013-09-12 07:45
36.66525,116.94706,8.0,2013-09-12 07:45
36.68814,116.9933,5.0,2013-09-12 07:45
36.61412,117.00015,5.0,2013-09-12 07:45
36.6785,117.0332,3.0,2013-09-12 07:45
36.65657,116.96323,3.0,2013-09-12 07:45
36.65063,116.91238,5.0,2013-09-12 07:45
36.65897,117.00822,6.0,2013-09-12 07:45
36.67041,117.00314,7.0,2013-09-12 07:45
36.65451,117.0404,3.0,2013-09-12 07:45
36.68227,116.98819,7.0,2013-09-12 07:45
36.68225,117.04868,3.0,2013-09-12 07:45
36.68043,117.07987,5.0,2013-09-12 07:45
36.66085,116.97189,4.0,2013-09-12 07:45
36.64862,116.95725,15.0,2013-09-12 07:45
36.69418,116.99574,10.0,2013-09-12 07:45
36.66893,117.06758,11.0,2013-09-12 07:45
36.61734,116.9518,10.0,2013-09-12 07:45
36.68662,117.11943,4.0,2013-09-12 07:45
36.69397,116.93806,8.0,2013-09-12 07:45
36.67645,117.0924,4.0,2013-09-12 07:45
36.69642,117.02529,3.0,2013-09-12 07:45
36.64956,116.96685,4.0,2013-09-12 07:45
36.66344,117.00564,5.0,2013-09-12 07:45
36.65516,117.0139,6.0,2013-09-12 07:45
36.69242,117.02126,4.0,2013-09-12 07:45
36.6657,117.07034,3.0,2013-09-12 07:45
36.68734,116.97807,5.0,2013-09-12 07:45
36.6715,117.05415,3.0,2013-09-12 07:45
36.71033,116.96922,4.0,2013-09-12 07:45
36.647,116.95492,3.0,2013-09-12 07:45
36.69403,116.98831,6.0,2013-09-12 07:45
36.66343,117.08107,3.0,2013-09-12 07:45
36.67673,116.98825,3.0,2013-09-12 07:45
36.65018,116.98478,3.0,2013-09-12 07:45
36.64783,117.09488,4.0,2013-09-12 07:45
36.6811,117.0412,3.0,2013-09-12 07:45
36.6661,117.13203,3.0,2013-09-12 07:45
36.68702,117.00932,4.0,2013-09-12 07:45
36.60411,116.99763,3.0,2013-09-12 07:45
36.69688,116.96391,6.0,2013-09-12 07:45
36.66896,117.12978,5.0,2013-09-12 07:45
36.6869,117.03026,5.0,2013-09-12 07:45
36.64519,117.06325,5.0,2013-09-12 07:45
36.6615,116.98927,4.0,2013-09-12 07:45
36.68713,116.9882,5.0,2013-09-12 07:45
36.68938,117.12314,5.0,2013-09-12 07:45
36.69598,116.92919,4.0,2013-09-12 07:45
36.6785,117.01875,3.0,2013-09-12 07:45
36.6902,116.97114,5.0,2013-09-12 07:45
36.69986,116.97045,3.0,2013-09-12 07:45
36.66785,116.9938,3.0,2013-09-12 07:45
36.64125,116.97635,3.0,2013-09-12 07:45
36.68595,117.13154,5.0,2013-09-12 07:45
36.68869,117.03581,4.0,2013-09-12 07:45
36.72004,117.13535,3.0,2013-09-12 07:45
36.66111,116.89294,3.0,2013-09-12 07:45
36.6841,116.98573,16.0,2013-09-12 07:45
36.68658,117.02904,4.0,2013-09-12 07:45
36.6892,117.11936,6.0,2013-09-12 07:45
36.66521,116.98676,4.0,2013-09-12 07:45
36.66735,116.9866,15.0,2013-09-12 07:45
36.65685,117.02343,3.0,2013-09-12 07:45
36.66584,117.06034,5.0,2013-09-12 07:45
36.66098,117.03352,4.0,2013-09-12 07:45
36.68368,116.98795,9.0,2013-09-12 07:45
36.68616,117.12637,8.0,2013-09-12 07:45
36.66711,116.98502,6.0,2013-09-12 07:45
36.68665,117.1274,4.0,2013-09-12 07:45
36.63716,116.97721,5.0,2013-09-12 07:45
36.64956,116.91109,3.0,2013-09-12 07:45
36.6584,116.97925,6.0,2013-09-12 07:45
36.688,117.03394,6.0,2013-09-12 07:45
36.65363,117.07994,3.0,2013-09-12 07:45
36.68404,116.99539,4.0,2013-09-12 07:45
36.65356,116.97567,3.0,2013-09-12 07:45
36.67477,117.04037,4.0,2013-09-12 07:45
36.68111,116.98831,3.0,2013-09-12 07:45
36.68287,116.95242,5.0,2013-09-12 07:45
36.6684,117.02235,3.0,2013-09-12 07:45
36.6627,117.11491,3.0,2013-09-12 07:45
36.61859,116.92744,3.0,2013-09-12 07:45
36.70921,116.96918,3.0,2013-09-12 07:45
36.65679,116.97943,6.0,2013-09-12 07:45
36.66693,116.88705,4.0,2013-09-12 07:45
36.68431,117.09097,7.0,2013-09-12 07:45
36.65157,117.00722,3.0,2013-09-12 07:45
36.66209,116.97603,3.0,2013-09-12 07:45
36.66874,116.99339,4.0,2013-09-12 07:45
36.66159,116.99369,4.0,2013-09-12 07:45
36.636,116.97758,3.0,2013-09-12 07:45
36.6736,117.06789,4.0,2013-09-12 07:45
36.6626,116.93903,3.0,2013-09-12 07:45
36.67173,116.99055,3.0,2013-09-12 07:45
36.69481,117.0547,3.0,2013-09-12 07:45
36.68587,116.98463,3.0,2013-09-12 07:45
36.66463,117.05883,3.0,2013-09-12 07:45
36.6711,116.99031,3.0,2013-09-12 07:45
36.68592,117.02723,3.0,2013-09-12 07:45
36.68904,116.95181,4.0,2013-09-12 07:45
36.69794,116.98814,6.0,2013-09-12 07:45
36.61084,116.99941,3.0,2013-09-12 07:45
36.67833,117.01533,3.0,2013-09-12 07:45
36.67855,117.03752,3.0,2013-09-12 07:45
36.6481,117.03515,4.0,2013-09-12 07:45
36.68559,116.97809,3.0,2013-09-12 07:45
36.6582,116.9821,3.0,2013-09-12 07:45
36.62944,116.95427,5.0,2013-09-12 07:45
36.63478,116.99158,3.0,2013-09-12 07:45
36.66957,117.12712,3.0,2013-09-12 07:45
36.68417,117.02545,4.0,2013-09-12 07:45
36.65417,117.07771,3.0,2013-09-12 07:45
36.724,117.03704,3.0,2013-09-12 07:45
36.70636,116.99124,3.0,2013-09-12 07:45
36.66603,116.98984,3.0,2013-09-12 07:45
36.69262,117.00027,3.0,2013-09-12 07:45
36.64098,117.06226,3.0,2013-09-12 07:45
36.67665,117.04145,4.0,2013-09-12 07:45
36.66774,116.99519,3.0,2013-09-12 07:45
36.65442,117.06374,3.0,2013-09-12 07:45
36.70547,116.99284,3.0,2013-09-12 07:45
36.66769,117.14501,3.0,2013-09-12 07:45
36.69386,117.03665,3.0,2013-09-12 07:45
36.66146,116.9963,3.0,2013-09-12 07:45
